"","Title","Path","Box","Distrubutor","Release.Date","Genre","Runtime","MPAA","Budget","Director","FB_likes","YoutubeViews"
"5302","Krazzy 4","/movies/?id=krazzy4.htm",487215,"Eros","April","Foreign",115,"Unrated",NA,NA,32824,33525
"5303","Act of Killing","/movies/?id=actofkilling.htm",486919,"Drafthouse","July","Documentary",115,"Unrated",NA,NA,23944,1404561
"5304","Paranoid Park","/movies/?id=paranoidpark.htm",486767,"IFC","March","Drama",80,"R",NA,"Gus Van Sant",18138,533000
"5305","Umrao Jaan","/movies/?id=umraojaan.htm",485000,"AdLabs","November","Foreign",180,"Unrated",NA,NA,32331,79840
"5306","Weekend (2011)","/movies/?id=weekend2011.htm",484592,"IFC","September","Drama",97,"Unrated",NA,NA,3184,277312
"5307","Aaja Nachle","/movies/?id=aajanachle.htm",484108,"Yash Raj","November","Foreign",145,"Unrated",NA,NA,25979,79040
"5308","Strayed","/movies/?id=strayed.htm",482757,"Wellspring","May","Foreign",95,"Unrated",NA,NA,284347,98691
"5309","Joshua","/movies/?id=joshua.htm",482355,"Fox Searchlight","July","Drama / Thriller",105,"R",NA,"George Ratliff",2140543,475750
"5310","Somewhere Only We Know","/movies/?id=somewhereonlyweknow.htm",482341,"China Lion","February","Foreign",109,"Unrated",NA,NA,11909,384761
"5311","Little Ashes","/movies/?id=littleashes.htm",481586,"Regent Releasing","May","Period Drama",107,"R",NA,NA,19832,317811
"5312","Flamenco","/movies/?id=flamenco.htm",480941,"New Yorker","April","Unknown",100,"Unrated",NA,NA,530513,262984
"5313","DOA: Dead or Alive","/movies/?id=doadeadoralive.htm",480813,"Weinstein / Dimension","June","Action",86,"PG-13",NA,NA,94135,1343429
"5314","Bully","/movies/?id=bully.htm",480811,"Lions Gate","July","Unknown",100,"R",NA,NA,1264468,3303061
"5315","Nine Lives","/movies/?id=ninelives.htm",478830,"Magnolia","October","Drama",110,"R",NA,NA,67078,10446481
"5316","Queen to Play","/movies/?id=queentoplay.htm",478710,"Zeitgeist","April","Foreign",96,"Unrated",NA,NA,2118,33682
"5317","Brotherly Love","/movies/?id=brotherlylove.htm",478595,"Freestyle Releasing","April","Drama",89,"R",NA,NA,46109,2077135
"5318","The Last September","/movies/?id=lastseptember.htm",478053,"Trimark","April","Unknown",104,"R",NA,NA,913,17099
"5319","Casa de Los Babys","/movies/?id=casadelosbabys.htm",478031,"IFC","September","Unknown",95,"R",NA,NA,311,9166
"5320","The Baader Meinhof Complex","/movies/?id=baadermeinhofcomplex.htm",476270,"Vitagraph","August","Foreign",150,"R",NA,NA,5134,96444
"5321","Bhoothnath","/movies/?id=bhoothnath.htm",476032,"Eros","May","Foreign",136,"Unrated",NA,NA,5512,18619
"5322","Confidential Assignment","/movies/?id=confidentialassignment.htm",475618,"CJ Entertainment","January","Action Comedy",125,"Unrated",NA,NA,6557,125783
"5323","Drona","/movies/?id=drona.htm",475104,"Eros","October","Foreign",144,"Unrated",NA,NA,2990,57480
"5324","Plunkett and Macleane","/movies/?id=plunkettandmacleane.htm",474900,"USA Films","October","Unknown",93,"R",NA,NA,4047,148041
"5325","Detective Chinatown (Tang ren jie tan an)","/movies/?id=detectivechinatown.htm",474252,"China Lion","January","Foreign",136,"Unrated",NA,NA,NA,7372
"5326","Artie Lange's Beer League","/movies/?id=beerleague.htm",472185,"Echo Bridge Entertainment","September","Sports Comedy",86,"R",NA,NA,10120,41197
"5327","The Flat","/movies/?id=flat.htm",471842,"IFC","October","Foreign",97,"Unrated",NA,NA,76232,66021
"5328","Duckweed","/movies/?id=duckweed.htm",471575,"China Lion","February","Comedy",102,"Unrated",NA,NA,305,15421
"5329","Pearl Jam Twenty","/movies/?id=pearljamtwenty.htm",471334,"Abramorama","September","Documentary",109,"Unrated",NA,"Cameron Crowe",15538,319402
"5330","The Affair of the Necklace","/movies/?id=affairofthenecklace.htm",471210,"Warner Bros.","November","Unknown",118,"R",NA,"Charles Shyer",3001,16616
"5331","About Elly","/movies/?id=aboutelly.htm",470760,"Cinema Guild","April","Drama",119,"Unrated",NA,NA,80619,105767
"5332","JCVD","/movies/?id=jcvd.htm",470691,"Peace Arch Entertainment","November","Action",92,"R",NA,NA,14790,108431
"5333","Wiener-Dog","/movies/?id=weinerdog.htm",470575,"IFC","June","Comedy",90,"R",NA,"Todd Solondz",24626,695437
"5334","A Midwinter's Tale","/movies/?id=midwinterstale.htm",469571,"Sony Classics","February","Unknown",99,"R",NA,"Kenneth Branagh",0,1537
"5335","Maybe, Maybe Not","/movies/?id=maybemaybenot.htm",468930,"Orion Classics","June","Foreign",93,"R",NA,NA,3523,2359
"5336","Steamboy","/movies/?id=steamboy.htm",468867,"Triumph","March","Animation",126,"PG-13",22,NA,4601,58710
"5337","Joe Gould's Secret","/movies/?id=joegouldssecret.htm",468684,"USA Films","April","Unknown",104,"R",NA,"Stanley Tucci",277,3013
"5338","Submarine","/movies/?id=submarine.htm",467602,"Weinstein Company","June","Comedy / Drama",97,"R",NA,"Richard Ayoade",147046,1673285
"5339","Phillauri","/movies/?id=phillauri.htm",467596,"FIP","March","Romantic Comedy",138,"Not Yet Rated",NA,NA,7086,18807302
"5340","Our Little Sister","/movies/?id=ourlittlesister.htm",467555,"Sony Classics","July","Drama",128,"PG",NA,NA,1868,77184
"5341","The Housekeeper","/movies/?id=housekeeper.htm",467288,"Palm","July","Unknown",91,"R",NA,NA,3874,39716
"5342","Tully","/movies/?id=tully.htm",466664,"Small Planet","November","Unknown",102,"Unrated",NA,NA,17625,20018
"5343","Luck-Key","/movies/?id=luckkey.htm",466505,"JBG Pictures","October","Comedy",112,"Unrated",NA,NA,322,19844
"5344","La Ligne brisee","/movies/?id=lalignebrisee.htm",466309,"Alliance","March","Foreign",NA,"Unrated",NA,NA,6,2705
"5345","Last Days in Vietnam","/movies/?id=lastdaysinvietnam.htm",466114,"American Experience Films","September","Documentary",98,"Unrated",NA,NA,21325,391736
"5346","Blue Car","/movies/?id=bluecar.htm",465310,"Miramax","May","Drama",88,"R",NA,NA,13152,51296
"5347","Venus Beauty Institute","/movies/?id=venusbeautyinstitute.htm",465080,"Lot 47","October","Foreign",NA,"R",NA,NA,528,8390
"5348","Church Ball","/movies/?id=churchball.htm",464991,"Halestorm","March","Comedy",91,"PG",1e+06,NA,7010,31394
"5349","The Last Shot","/movies/?id=lastshot.htm",464275,"Buena Vista","September","Comedy",93,"R",NA,NA,3165,15022
"5350","The Second Chance","/movies/?id=secondchance.htm",463542,"Triumph","February","Drama",104,"PG-13",NA,NA,12950,97977
"5351","Thank You (2011)","/movies/?id=thankyou2011.htm",463540,"UTV Communications","April","Foreign",125,"Unrated",NA,NA,4785,141398
"5352","Last Days","/movies/?id=lastdays05.htm",463080,"Picturehouse","July","Drama",97,"R",NA,"Gus Van Sant",5151,796124
"5353","Romeo & Juliet: Sealed with a Kiss","/movies/?id=sealedwithakiss.htm",463002,"Indican","October","Animation",92,"G",NA,NA,34688453,93062
"5354","Let's Get Married","/movies/?id=letsgetmarried.htm",462918,"China Lion","April","Foreign",127,"Unrated",NA,NA,9375,397368
"5355","The Flight of the Red Balloon","/movies/?id=flightoftheredballoon.htm",461674,"IFC","April","Foreign",115,"Unrated",NA,NA,215,175885
"5356","Outfoxed: Rupert Murdoch's War on Journalism","/movies/?id=outfoxed.htm",461572,"Cinema Libre Studio","August","Documentary",77,"Unrated",2e+05,NA,372,9735
"5357","Foolproof","/movies/?id=foolproof.htm",460978,"Odeon","October","Unknown",94,"R",NA,NA,9406,34963
"5358","Rififi (re-issue)","/movies/?id=rififi00.htm",460226,"Rialto","July","Foreign",118,"Unrated",NA,NA,NA,14561
"5359","Detective Dee and the Mystery of the Phantom Flame","/movies/?id=detectivedee.htm",459836,"Indomina Media","September","Foreign",119,"PG-13",NA,NA,2502,57095
"5360","The Last Supper","/movies/?id=lastsupper.htm",459749,"Sony / Columbia","April","Unknown",92,"R",NA,NA,3079,127616
"5361","The Stone Angel","/movies/?id=stoneangel.htm",459166,"Vivendi Entertainment","July","Drama",116,"R",NA,NA,317614,55877
"5362","Brooklyn Rules","/movies/?id=brooklynrules.htm",458232,"City Lights Pictures Releasing","May","Crime Drama",95,"R",8,NA,3646,56275
"5363","New World (2013)","/movies/?id=newworld2013.htm",457806,"Well Go USA","March","Foreign",134,"Unrated",NA,NA,4106,502916
"5364","Tashan","/movies/?id=tashan.htm",457380,"Yash Raj","April","Action Thriller",160,"Unrated",NA,NA,1199011,104533
"5365","Crossing Over","/movies/?id=crossingover.htm",455654,"Weinstein Company","February","Drama",113,"R",NA,"Wayne Kramer",10203,172400
"5366","Rain","/movies/?id=rain02.htm",455164,"IDP","April","Unknown",92,"PG",NA,NA,3008691,124979
"5367","The Legend of Suriyothai","/movies/?id=legendofsuriyothai.htm",454736,"Sony Classics","June","Unknown",142,"R",NA,NA,2880,85248
"5368","Circumstance","/movies/?id=circumstance.htm",454121,"Roadside Attractions","August","Drama",107,"R",1e+06,NA,1618,129202
"5369","The Most Dangerous Man in America: Daniel Ellsberg and the Pentagon Papers","/movies/?id=themostdangerousmaninamerica.htm",453650,"First Run","January","Documentary",94,"Unrated",NA,NA,4655,99297
"5370","Lucky","/movies/?id=lucky.htm",453507,"Eros","April","Foreign",180,"Unrated",NA,NA,389924,909881
"5371","The Extra Man","/movies/?id=extraman.htm",453377,"Magnolia","July","Comedy",108,"R",NA,NA,98262,27900
"5372","Only Yesterday (2016 re-release)","/movies/?id=onlyyesterday2016.htm",453243,"GKIDS","January","Animation",118,"PG",NA,NA,NA,951339
"5373","Sailor Moon R: The Movie","/movies/?id=sailormoonrthemovie.htm",452053,"Eleven Arts","January","Animation",60,"Unrated",NA,NA,4448,14837
"5374","Day Watch","/movies/?id=daywatch.htm",450897,"Fox Searchlight","June","Foreign / Horror",132,"R",NA,"Timur Bekmambetov",256959,1309798
"5375","Bombay Velvet","/movies/?id=bombayvelvet.htm",450692,"FIP","May","Drama",149,"Unrated",NA,NA,2937,6611129
"5376","Brother","/movies/?id=brother.htm",450594,"Sony Classics","July","Unknown",113,"R",NA,NA,13452760,391087
"5377","Bitter Sugar","/movies/?id=bittersugar.htm",450060,"First Look","October","Foreign",75,"Unrated",NA,"Leon Ichaso",13330,2826
"5378","The Damned United","/movies/?id=damnedunited.htm",449865,"Sony Classics","October","Sports Drama",97,"R",NA,"Tom Hooper",25439,447390
"5379","Attack on Titan: Part 1","/movies/?id=attackontitanpart1.htm",449523,"FUNimation Films","September","Animation",90,"Unrated",NA,NA,495,106038
"5380","Lockdown","/movies/?id=lockdown.htm",449482,"Innovation Film Group","February","Unknown",105,"R",NA,"John Luessenhop",8664,132750
"5381","The Third Man (2015 re-release)","/movies/?id=thethirdman15.htm",449191,"Rialto","June","Drama / Thriller",104,"Unrated",NA,"Carol Reed",NA,81298
"5382","Time Out","/movies/?id=timeout02.htm",448542,"ThinkFilm","March","Foreign",134,"Unrated",NA,NA,210844,1394695
"5383","Bachelorette","/movies/?id=bachelorette.htm",447954,"Radius-TWC","September","Comedy",91,"R",NA,"Leslye Headland",1515276,1181674
"5384","Felix and Meira","/movies/?id=felixandmeira.htm",447353,"Oscilloscope Pictures","April","Foreign",105,"R",NA,NA,2452,86791
"5385","The Triumph of Love","/movies/?id=triumphoflove.htm",447267,"Paramount Classics","April","Unknown",107,"PG-13",NA,NA,623,29694
"5386","Callas Forever","/movies/?id=callasforever.htm",446955,"Regent Releasing","November","Music Drama",108,"PG-13",NA,NA,1593,15857
"5387","Wristcutters: A Love Story","/movies/?id=wristcutters.htm",446165,"After Dark Films","October","Fantasy Comedy",91,"R",NA,"Goran Dukic",109722,360617
"5388","I Am Trying to Break Your Heart","/movies/?id=iamtryingtobreakyourheart.htm",445522,"Cowboy","July","Documentary",93,"Unrated",NA,NA,2190,38350
"5389","The Heart of the Game","/movies/?id=heartofthegame.htm",445374,"Miramax","June","Documentary",97,"PG-13",NA,NA,17632,8859
"5390","The Way Home","/movies/?id=wayhome.htm",445367,"Paramount Classics","November","Unknown",80,"PG",NA,NA,23672,188059
"5391","In Secret","/movies/?id=therese13.htm",444179,"Roadside Attractions","February","Romantic Thriller",NA,"R",NA,NA,28155192,2600829
"5392","Upstream Color","/movies/?id=upstreamcolor.htm",444098,"erbp Film","April","Drama",96,"Unrated",NA,NA,14876,237828
"5393","Idiocracy","/movies/?id=idiocracy.htm",444093,"Fox","September","Sci-Fi Comedy",84,"R",NA,"Mike Judge",155219,3788926
"5394","Song to Song","/movies/?id=songtosong.htm",443684,"Broad Green Pictures","March","Drama",128,"R",NA,"Terrence Malick",2499337,1145758
"5395","The Hammer","/movies/?id=hammer.htm",443591,"International Film Circuit","March","Sports Comedy",88,"R",NA,NA,4720,367378
"5396","Merci Pour le Chocolat","/movies/?id=mercipourlechocolat.htm",443238,"Empire","July","Unknown",99,"Unrated",NA,NA,6284,32334
"5397","Gypsy Caravan","/movies/?id=gypsycaravan.htm",442936,"Shadow Dist.","January","Documentary",110,"Unrated",NA,NA,6423,5966
"5398","The Beautiful Country","/movies/?id=beautifulcountry.htm",442813,"Sony Classics","July","Drama",125,"R",NA,NA,46180,33792
"5399","The Town Is Quiet","/movies/?id=townisquiet.htm",441664,"New Yorker","October","Unknown",133,"Unrated",NA,NA,6,525058
"5400","Don't Come Knocking","/movies/?id=dontcomeknocking.htm",440793,"Sony Classics","March","Drama",122,"R",NA,NA,1708,32659
"5401","Gimme Danger","/movies/?id=gimmedanger.htm",440627,"Magnolia","October","Documentary",108,"R",NA,"Jim Jarmusch",25824,131128
"5402","The Circle","/movies/?id=circle.htm",440554,"Winstar","March","Unknown",89,"R",NA,NA,65602,1472941
"5403","No One Killed Jessica","/movies/?id=noonekilledjessica.htm",440525,"UTV Communications","January","Foreign",130,"Unrated",NA,NA,65154,52706
"5404","Sketches of Frank Gehry","/movies/?id=sketchesoffrankgehry.htm",439309,"Sony Classics","May","Documentary",83,"PG-13",NA,"Sydney Pollack",13587,22272
"5405","Baaghi","/movies/?id=baaghi.htm",438207,"UTV Communications","April","Action Comedy",133,"Unrated",NA,NA,406264,547682
"5406","I Am Not Madame Bovary","/movies/?id=iamnotmadamebovary.htm",436798,"Well Go USA","November","Comedy / Drama",124,"Unrated",NA,NA,1052,82050
"5407","Savage Grace","/movies/?id=savagegrace.htm",435746,"IFC","May","Crime Drama",96,"Unrated",NA,NA,5762,226637
"5408","Head-On (Gegen die Wand)","/movies/?id=head-on.htm",435395,"Strand","January","Foreign",118,"R",NA,NA,NA,386062
"5409","Vision","/movies/?id=vision.htm",435274,"Zeitgeist","October","Foreign",111,"Unrated",NA,NA,15623,1967209
"5410","Land of Mine","/movies/?id=landofmine.htm",435266,"Sony Classics","December","War Drama",100,"R",NA,NA,15585,413635
"5411","Ferrari Ki Sawaari","/movies/?id=ferrarikisawaari.htm",434107,"Eros","June","Foreign",139,"Unrated",NA,NA,73007,18956
"5412","Rosenwald","/movies/?id=rosenwald.htm",433924,"The Ciesla Foundation","August","Documentary",100,"Unrated",NA,"Aviva Kempner",531,29580
"5413","Santa Vs. the Snowman - Season 7 (IMAX)","/movies/?id=santavsthesnowman7.htm",433797,"IMAX","October","IMAX",NA,"Unrated",NA,NA,NA,1036
"5414","I Want Your Money","/movies/?id=iwantyourmoney.htm",433588,"Freestyle Releasing","October","Documentary",92,"PG",NA,NA,7753,30993
"5415","When Do We Eat?","/movies/?id=whendoweeat.htm",431513,"ThinkFilm","April","Comedy",86,"R",NA,NA,1020,52627
"5416","But Always (Yi Sheng Yi Shi)","/movies/?id=butalways.htm",430760,"China Lion","September","Foreign",106,"Unrated",NA,NA,NA,85961
"5417","Just the Ticket","/movies/?id=justtheticket.htm",430404,"MGM","February","Romantic Comedy",112,"R",12,"Richard Wenk",2464,6621
"5418","Saint Laurent","/movies/?id=saintlaurent.htm",429477,"Sony Classics","May","Foreign",150,"R",NA,NA,2738238,70298
"5419","Beijing Love Story","/movies/?id=beijinglovestory.htm",428318,"China Lion","February","Foreign",122,"Unrated",NA,NA,1159,52963
"5420","Break Ke Baad","/movies/?id=breakkebaad.htm",427628,"Reliance Big Pictures","November","Foreign",113,"Unrated",NA,NA,450630,870829
"5421","Cold in July","/movies/?id=coldinjuly.htm",427418,"IFC","May","Drama / Thriller",100,"R",NA,NA,3148,857249
"5422","If You Are the One 2 (Fei Cheng Wu Rao II)","/movies/?id=ifyouaretheone2.htm",426894,"China Lion","December","Comedy",NA,"Unrated",NA,NA,NA,14637
"5423","The Hard Word","/movies/?id=hardword.htm",426880,"Lions Gate","June","Crime Comedy",102,"R",NA,NA,567,12027
"5424","The Singing Revolution","/movies/?id=singingrevolution.htm",426855,"Abramorama","December","Documentary",94,"Unrated",NA,NA,4177,8037
"5425","The Limits of Control","/movies/?id=limitsofcontrol.htm",426688,"Focus Features","May","Crime Drama",116,"R",NA,"Jim Jarmusch",42798,92016
"5426","Josh","/movies/?id=josh.htm",426318,"Eros","June","Unknown",162,"Unrated",NA,NA,8204911,137219
"5427","Listen to Me Marlon","/movies/?id=listentomemarlon.htm",425831,"Showtime","July","Documentary",102,"Unrated",NA,"Stevan Riley",3892,414688
"5428","Conversations with God","/movies/?id=conversationswithgod.htm",425045,"IDP","October","Drama",109,"PG",NA,NA,134092,348876
"5429","Earth (1999)","/movies/?id=earth.htm",424798,"Zeitgeist","September","Unknown",110,"Unrated",NA,NA,87353,344255
"5430","Primer","/movies/?id=primer.htm",424760,"ThinkFilm","October","Unknown",77,"PG-13",7000,NA,8395806,1133791
"5431","8 1/2 Women","/movies/?id=812women.htm",424123,"Lions Gate","May","Comedy",120,"R",NA,NA,14,12515
"5432","One Piece Film: Gold","/movies/?id=onepiecefilmgold.htm",423593,"FUNimation Films","January","Animation",120,"Unrated",NA,NA,16709,567403
"5433","Sound City","/movies/?id=soundcity.htm",422853,"Variance Films","February","Documentary",108,"Unrated",NA,"Dave Grohl",65609,1540501
"5434","Mad Max: Fury Road (Academy Re-Release)","/movies/?id=madmaxfuryroadbc.htm",421986,"Warner Bros.","January","Sci-Fi Action",120,"R",NA,NA,NA,25440840
"5435","She's Beautiful When She's Angry","/movies/?id=beautifulwhenangry.htm",421573,"International Film Circuit","December","Documentary",92,"Unrated",NA,NA,11339,138201
"5436","Porn Star: The Legend of Ron Jeremy","/movies/?id=pornstar.htm",421516,"Maelstrom","November","Documentary",75,"R",NA,NA,14892,580114
"5437","Broken Wings","/movies/?id=brokenwings.htm",421454,"Sony Classics","March","Unknown",87,"R",NA,NA,294,30136
"5438","The Last Days","/movies/?id=lastdays.htm",421432,"October","February","Documentary",87,"PG-13",NA,NA,129542,1735504
"5439","Divine Intervention (2003)","/movies/?id=divineintervention.htm",421343,"Avatar","January","Unknown",92,"Unrated",NA,NA,NA,2021
"5440","Lymelife","/movies/?id=lymelife.htm",421307,"Screen Media","April","Drama",93,"R",NA,NA,2529,100945
"5441","Heart of a Dog","/movies/?id=heartofadog.htm",420813,"Abramorama","October","Documentary",75,"Unrated",NA,NA,235,211074
