"","Title","Path","Box","Distrubutor","Release Date","Genre","Runtime","MPAA","Budget","Director"
"1256","Precious: Based on the Novel ""Push"" by Sapphire","/movies/?id=preciouspush.htm",47566524,"Lionsgate","November","Drama",109,"R",10,"Lee Daniels"
"1257","The Kingdom","/movies/?id=kingdom.htm",47536778,"Universal","September","Thriller",110,"R",70,"Peter Berg"
"1258","Poltergeist (2015)","/movies/?id=poltergeist2015.htm",47425125,"Fox","May","Horror",93,"PG-13",35,"Gil Kenan"
"1259","Munich","/movies/?id=munich.htm",47403685,"Universal","December","Drama / Thriller",164,"R",70,"Steven Spielberg"
"1260","Kingdom of Heaven","/movies/?id=kingdomofheaven.htm",47398413,"Fox","May","Historical Epic",145,"R",130,"Ridley Scott"
"1261","Jupiter Ascending","/movies/?id=jupiterascending.htm",47387723,"Warner Bros.","February","Sci-Fi",127,"PG-13",176,"Lilly & Lana Wachowski"
"1262","Savages (2012)","/movies/?id=savages12.htm",47382068,"Universal","July","Thriller",130,"R",45,"Oliver Stone"
"1263","Warcraft","/movies/?id=warcraft.htm",47365290,"Universal","June","Fantasy",123,"PG-13",160,"Duncan Jones"
"1264","Hostel","/movies/?id=hostel.htm",47326473,"Lions Gate","January","Horror",95,"R",48,"Eli Roth"
"1265","Nanny McPhee","/movies/?id=nannymcphee.htm",47144110,"Universal","January","Family",98,"PG",25,"Kirk Jones"
"1266","Kate and Leopold","/movies/?id=kateandleopold.htm",47121859,"Miramax","December","Romantic Comedy",121,"PG-13",NA,"James Mangold"
"1267","The Judge","/movies/?id=judge.htm",47119388,"Warner Bros.","October","Drama",141,"R",50,"David Dobkin"
"1268","Killers","/movies/?id=heiglkutcheraction.htm",47059963,"Lionsgate","June","Action Comedy",100,"PG-13",75,"Robert Luketic"
"1269","Jersey Boys","/movies/?id=jerseyboys.htm",47047013,"Warner Bros.","June","Musical",134,"R",40,"Clint Eastwood"
"1270","Shooter","/movies/?id=shooter.htm",47003582,"Paramount","March","Action",124,"R",61,"Antoine Fuqua"
"1271","Silent Hill","/movies/?id=silenthill.htm",46982632,"Sony / Columbia","April","Horror",120,"R",50,"Christophe Gans"
"1272","Final Destination 2","/movies/?id=finaldestination2.htm",46961214,"New Line","January","Horror",100,"R",NA,"David R. Ellis"
"1273","Sicario","/movies/?id=sicario.htm",46889293,"Lionsgate","September","Action Drama",121,"R",30,"Denis Villeneuve"
"1274","How to Be Single","/movies/?id=howtobesingle.htm",46843513,"Warner Bros. (New Line)","February","Romantic Comedy",110,"R",38,NA
"1275","Boogeyman","/movies/?id=boogeyman.htm",46752382,"Sony / Screen Gems","February","Horror",86,"PG-13",20,NA
"1276","Dude, Where's My Car?","/movies/?id=dudewheresmycar.htm",46729800,"Fox","December","Comedy",83,"PG-13",13,NA
"1277","Practical Magic","/movies/?id=practicalmagic.htm",46683377,"Warner Bros.","October","Romantic Comedy",104,"PG-13",75,NA
"1278","Phone Booth","/movies/?id=phonebooth.htm",46566212,"Fox","April","Thriller",81,"R",13,"Joel Schumacher"
"1279","The Legend of Zorro","/movies/?id=zorro2.htm",46464023,"Sony / Columbia","October","Period Adventure",126,"PG",75,"Martin Campbell"
"1280","Arthur Christmas","/movies/?id=arthurchristmas.htm",46462469,"Sony / Columbia","November","Animation",97,"PG",NA,"Sarah Smith"
"1281","Walking Tall","/movies/?id=walkingtall.htm",46437717,"MGM","April","Action",86,"PG-13",46,NA
"1282","The Best Exotic Marigold Hotel","/movies/?id=bestexoticmarigoldhotel.htm",46412041,"Fox Searchlight","May","Comedy / Drama",118,"PG-13",10,"John Madden"
"1283","Romeo + Juliet","/movies/?id=romeoandjuliet.htm",46351345,"Fox","November","Romance",120,"PG-13",NA,"Baz Luhrmann"
"1284","Blended","/movies/?id=blended.htm",46294610,"Warner Bros.","May","Romantic Comedy",117,"PG-13",40,"Frank Coraci"
"1285","Deep Sea 3D (IMAX)","/movies/?id=deepsea3d.htm",46256325,"Warner Bros.","March","IMAX",40,"G",NA,NA
"1286","One Fine Day","/movies/?id=onefineday.htm",46151454,"Fox","December","Romantic Comedy",108,"PG",NA,"Michael Hoffman"
"1287","Made of Honor","/movies/?id=madeofhonor.htm",46012734,"Sony / Columbia","May","Comedy",101,"PG-13",40,NA
"1288","Mike and Dave Need Wedding Dates","/movies/?id=mikeanddave.htm",46009673,"Fox","July","Comedy",98,"R",33,NA
"1289","Gangster Squad","/movies/?id=gangstersquad.htm",46000903,"Warner Bros.","January","Crime Drama",113,"R",60,"Ruben Fleischer"
"1290","The Full Monty","/movies/?id=fullmonty.htm",45950122,"Fox Searchlight","August","Comedy",91,"R",35,NA
"1291","The Rainmaker (1997)","/movies/?id=rainmaker.htm",45916769,"Paramount","November","Drama / Thriller",110,"PG-13",NA,NA
"1292","In Good Company","/movies/?id=ingoodcompany.htm",45806659,"Universal","December","Comedy / Drama",110,"PG-13",NA,"Paul Weitz"
"1293","Underworld: Rise of the Lycans","/movies/?id=underworld3.htm",45802315,"Sony / Screen Gems","January","Action Horror",92,"R",35,NA
"1294","Saw 3D","/movies/?id=saw7.htm",45710178,"Lionsgate","October","Horror",91,"R",20,NA
"1295","College Road Trip","/movies/?id=collegeroadtrip.htm",45610425,"Buena Vista","March","Comedy",83,"G",NA,"Roger Kumble"
"1296","The Tigger Movie","/movies/?id=tiggermovie.htm",45554533,"Buena Vista","February","Animation",77,"G",30,NA
"1297","O Brother, Where Art Thou?","/movies/?id=obrotherwhereartthou.htm",45512588,"Buena Vista","December","Adventure Comedy",102,"PG-13",NA,"Joel Coen"
"1298","Moonrise Kingdom","/movies/?id=moonrisekingdom.htm",45512466,"Focus Features","May","Drama",93,"PG-13",16,"Wes Anderson"
"1299","Return of the Jedi (Special Edition)","/movies/?id=starwars6se.htm",45470437,"Fox","March","Sci-Fi Fantasy",135,"PG",NA,NA
"1300","The Man From U.N.C.L.E.","/movies/?id=uncle.htm",45445109,"Warner Bros.","August","Action",116,"PG-13",75,"Guy Ritchie"
"1301","Jurassic Park 3D","/movies/?id=jurassicpark3d.htm",45385935,"Universal","April","Sci-Fi Horror",127,"PG-13",10,NA
"1302","Bean","/movies/?id=bean.htm",45319423,"Gramercy","October","Comedy",90,"PG-13",18,NA
"1303","Here Comes the Boom","/movies/?id=herecomestheboom.htm",45290318,"Sony / Columbia","October","Comedy",105,"PG",NA,"Frank Coraci"
"1304","Domestic Disturbance","/movies/?id=domesticdistrubance.htm",45246095,"Paramount","November","Thriller",89,"PG-13",75,NA
"1305","Zoolander","/movies/?id=zoolander.htm",45172250,"Paramount","September","Comedy",89,"PG-13",28,"Ben Stiller"
"1306","The Great Wall","/movies/?id=greatwall.htm",45157105,"Universal","February","Action",104,"PG-13",150,"Zhang Yimou"
"1307","The Giver","/movies/?id=giver.htm",45090374,"Weinstein Company","August","Fantasy Drama",91,"PG-13",25,"Phillip Noyce"
"1308","28 Days Later","/movies/?id=28dayslater.htm",45064915,"Fox Searchlight","June","Horror",113,"R",8,"Danny Boyle"
"1309","Hall Pass","/movies/?id=hallpass.htm",45060734,"Warner Bros. (New Line)","February","Comedy",98,"R",36,"The Farrelly Bros."
"1310","Spotlight","/movies/?id=spotlight.htm",45055776,"Open Road Films","November","Drama",128,"R",NA,"Tom McCarthy"
"1311","Frequency","/movies/?id=frequency.htm",45010278,"New Line","April","Sci-Fi Thriller",119,"PG-13",31,"Gregory Hoblit"
"1312","xXx: The Return of Xander Cage","/movies/?id=xxx3.htm",44898413,"Paramount","January","Action / Adventure",107,"PG-13",85,"D.J. Caruso"
"1313","Cop Out","/movies/?id=coupleofdicks.htm",44875481,"Warner Bros.","February","Comedy",110,"R",30,"Kevin Smith"
"1314","Cop Land","/movies/?id=copland.htm",44862187,"Miramax","August","Crime Drama",105,"R",15,"James Mangold"
"1315","Red Dawn (2012)","/movies/?id=reddawn10.htm",44806783,"FilmDistrict","November","Action",93,"PG-13",65,"Dan Bradley"
"1316","The Replacements","/movies/?id=replacements.htm",44737059,"Warner Bros.","August","Sports Comedy",118,"PG-13",50,NA
"1317","The Internship","/movies/?id=internship.htm",44672764,"Fox","June","Comedy",119,"PG-13",58,"Shawn Levy"
"1318","The Artist","/movies/?id=artist.htm",44671682,"Weinstein Company","November","Comedy / Drama",100,"PG-13",15,"Michel Hazanavicius"
"1319","Snatched","/movies/?id=motherdaughter.htm",44665831,"Fox","May","Comedy",91,"R",42,"Jonathan Levine"
"1320","Meet Joe Black","/movies/?id=meetjoeblack.htm",44619100,"Universal","November","Fantasy Drama",181,"PG-13",90,"Martin Brest"
"1321","Lost in Translation","/movies/?id=lostintranslation.htm",44585453,"Focus Features","September","Comedy",102,"R",4,"Sofia Coppola"
"1322","The Negotiator","/movies/?id=negotiator.htm",44547681,"Warner Bros.","July","Action Thriller",139,"R",NA,"F. Gary Gray"
"1323","Napoleon Dynamite","/movies/?id=napoleondynamite.htm",44540956,"Fox Searchlight","June","Comedy",86,"PG",4e+05,NA
"1324","McFarland, USA","/movies/?id=mcfarland.htm",44482410,"Buena Vista","February","Sports Drama",128,"PG",NA,"Niki Caro"
"1325","Nothing to Lose","/movies/?id=nothingtolose.htm",44480039,"Buena Vista","July","Action Comedy",97,"R",25,"Steve Oedekerk"
"1326","Instructions Not Included","/movies/?id=instructionsnotincluded.htm",44467206,"Lionsgate","August","Foreign",115,"PG-13",NA,NA
"1327","Going in Style (2017)","/movies/?id=goinginsty2017.htm",44369230,"Warner Bros. (New Line)","April","Comedy",96,"PG-13",25,"Zach Braff"
"1328","The Three Stooges","/movies/?id=threestooges.htm",44338224,"Fox","April","Comedy",92,"PG",30,"The Farrelly Bros."
"1329","Confessions of a Shopaholic","/movies/?id=confessionsofashopaholic.htm",44277350,"Buena Vista","February","Romantic Comedy",112,"PG",NA,"P.J. Hogan"
"1330","Amistad","/movies/?id=amistad.htm",44229441,"DreamWorks","December","Period Drama",152,"R",36,"Steven Spielberg"
"1331","St. Vincent","/movies/?id=stvincent.htm",44137712,"Weinstein Company","October","Comedy",103,"PG-13",NA,"Theodore Melfi"
"1332","The Lovely Bones","/movies/?id=lovelybones.htm",44114232,"Paramount (DreamWorks)","December","Drama / Thriller",135,"PG-13",65,"Peter Jackson"
"1333","The Sisterhood of the Traveling Pants 2","/movies/?id=travelingpants2.htm",44089964,"Warner Bros.","August","Comedy / Drama",117,"PG-13",27,NA
"1334","Smurfs: The Lost Village","/movies/?id=smurfs3.htm",44035646,"Sony / Columbia","April","Animation",81,"PG",60,"Kelly Asbury"
"1335","Speed Racer","/movies/?id=speedracer.htm",43945766,"Warner Bros.","May","Action",135,"PG",120,"Lilly & Lana Wachowski"
"1336","The One","/movies/?id=theone.htm",43905746,"Sony (Revolution)","November","Sci-Fi Action",96,"PG-13",NA,"James Wong"
"1337","Must Love Dogs","/movies/?id=mustlovedogs.htm",43894863,"Warner Bros.","July","Romantic Comedy",98,"PG-13",30,NA
"1338","Prom Night (2008)","/movies/?id=promnight07.htm",43869350,"Sony / Screen Gems","April","Horror",88,"PG-13",20,NA
"1339","Soul Surfer","/movies/?id=soulsurfer.htm",43853424,"TriStar","April","Sports Drama",105,"PG",18,"Sean McNamara"
"1340","License to Wed","/movies/?id=licensetowed.htm",43799818,"Warner Bros.","July","Romantic Comedy",100,"PG-13",NA,"Ken Kwapis"
"1341","The Gift (2015)","/movies/?id=blumhousejuly2015.htm",43787265,"STX Entertainment","August","Thriller",108,"R",5,"Joel Edgerton"
"1342","Underdog","/movies/?id=underdog.htm",43760605,"Buena Vista","August","Family Comedy",84,"PG",NA,"Frederik Du Chau"
"1343","Pokemon: The Movie 2000","/movies/?id=pokemon2.htm",43758684,"Warner Bros.","July","Animation",102,"G",30,NA
"1344","Tears of the Sun","/movies/?id=tearsofthesun.htm",43734876,"Sony (Revolution)","March","Action Drama",118,"R",75,"Antoine Fuqua"
"1345","Soul Food","/movies/?id=soulfood.htm",43700855,"Fox","September","Comedy / Drama",114,"R",75,"George Tillman, Jr."
"1346","Under the Tuscan Sun","/movies/?id=underthetuscansun.htm",43610723,"Buena Vista","September","Romance",113,"PG-13",18,NA
"1347","Cats & Dogs: The Revenge of Kitty Galore","/movies/?id=catsanddogs2.htm",43585753,"Warner Bros.","July","Family Comedy",82,"PG",85,"Brad Peyton"
"1348","Need for Speed","/movies/?id=needforspeed.htm",43577636,"Buena Vista","March","Action",130,"PG-13",66,"Scott Waugh"
"1349","We Are Marshall","/movies/?id=wearemarshall.htm",43545364,"Warner Bros.","December","Sports Drama",127,"PG",NA,"McG"
"1350","Everest (2015)","/movies/?id=everest2015.htm",43482270,"Universal","September","Thriller",121,"PG-13",55,"Baltasar Kormakur"
"1351","Star Wars: Episode I - The Phantom Menace (in 3D)","/movies/?id=starwars3d.htm",43456382,"Fox","February","Sci-Fi Fantasy",133,"PG",NA,NA
"1352","Year One","/movies/?id=yearone.htm",43337279,"Sony / Columbia","June","Adventure Comedy",100,"PG-13",60,"Harold Ramis"
"1353","Edge of Darkness","/movies/?id=edgeofdarkness.htm",43313890,"Warner Bros.","January","Drama / Thriller",108,"R",80,"Martin Campbell"
"1354","Star Trek: Nemesis","/movies/?id=startrek10.htm",43254409,"Paramount","December","Sci-Fi Adventure",116,"PG-13",60,NA
"1355","A Million Ways to Die in the West","/movies/?id=millionwaystodie.htm",43139300,"Universal","May","Western Comedy",116,"R",40,"Seth MacFarlane"
"1356","No Reservations","/movies/?id=noreservations.htm",43107979,"Warner Bros.","July","Romantic Comedy",105,"PG",NA,"Scott Hicks"
"1357","Transporter 2","/movies/?id=transporter2.htm",43095856,"Fox","September","Action",88,"PG-13",32,"Louis Leterrier"
"1358","Reign of Fire","/movies/?id=reignoffire.htm",43061982,"Buena Vista","July","Action Horror",109,"PG-13",60,"Rob Bowman"
"1359","Wag the Dog","/movies/?id=wagthedog.htm",43061945,"New Line","December","Comedy",110,"R",NA,"Barry Levinson"
"1360","The Night Before","/movies/?id=xmas2015.htm",43047372,"Sony / Columbia","November","Comedy",101,"R",25,"Jonathan Levine"
"1361","John Wick","/movies/?id=johnwick.htm",43037835,"Lionsgate/Summit","October","Action",96,"R",20,"David Leitch"
"1362","War Dogs","/movies/?id=armsandthedudes.htm",43034523,"Warner Bros.","August","Comedy / Drama",114,"R",NA,"Todd Phillips"
"1363","Rumor Has It","/movies/?id=rumorhasit.htm",43000262,"Warner Bros.","December","Romantic Comedy",96,"PG-13",NA,"Rob Reiner"
"1364","Snitch","/movies/?id=snitch.htm",42930462,"Lionsgate/Summit","February","Action",112,"PG-13",NA,"Ric Roman Waugh"
"1365","The Devil's Own","/movies/?id=devilsown.htm",42868348,"Sony / Columbia","March","Drama / Thriller",111,"R",90,"Alan J. Pakula"
"1366","Gulliver's Travels","/movies/?id=gulliverstravels.htm",42779261,"Fox","December","Adventure Comedy",85,"PG",112,"Rob Letterman"
"1367","Rambo","/movies/?id=rambo08.htm",42754105,"Lionsgate","January","Action",93,"R",50,"Sylvester Stallone"
"1368","Death at a Funeral (2010)","/movies/?id=deathatafuneral10.htm",42739347,"Sony / Screen Gems","April","Comedy",90,"R",21,"Neil LaBute"
"1369","The Lizzie McGuire Movie","/movies/?id=lizziemcguiremovie.htm",42734455,"Buena Vista","May","Family Adventure",90,"PG",17,NA
"1370","Spanglish","/movies/?id=spanglish.htm",42726869,"Sony / Columbia","December","Comedy / Drama",111,"PG-13",80,"James L. Brooks"
"1371","Krampus","/movies/?id=krampus.htm",42725475,"Universal","December","Horror Comedy",98,"PG-13",15,"Michael Dougherty"
"1372","Because I Said So","/movies/?id=becauseisaidso.htm",42674040,"Universal","February","Romantic Comedy",102,"PG-13",NA,"Michael Lehman"
"1373","The Unborn (2009)","/movies/?id=unborn09.htm",42670410,"Universal","January","Horror",88,"PG-13",16,"David S. Goyer"
"1374","Max (2015)","/movies/?id=max2015.htm",42656255,"Warner Bros.","June","Family",111,"PG",20,"Boaz Yakin"
"1375","Glory Road","/movies/?id=gloryroad.htm",42647449,"Buena Vista","January","Sports Drama",106,"PG",NA,NA
"1376","The Age of Adaline","/movies/?id=ageofadaline.htm",42629776,"Lionsgate","April","Drama",112,"PG-13",NA,"Lee Toland Krieger"
"1377","Final Destination 5","/movies/?id=finaldestination5.htm",42587643,"Warner Bros. (New Line)","August","Horror",95,"R",40,"Steven Quale"
"1378","Welcome Home Roscoe Jenkins","/movies/?id=roscoejenkins.htm",42436517,"Universal","February","Comedy",114,"PG-13",35,"Malcolm D. Lee"
"1379","Step Up 3-D","/movies/?id=stepup3d.htm",42400223,"Buena Vista","August","Music Drama",97,"PG-13",30,"Jon Chu"
"1380","Resident Evil: Retribution","/movies/?id=residentevil5.htm",42345531,"Sony / Screen Gems","September","Action Horror",95,"R",65,"Paul W.S. Anderson"
"1381","Birdman","/movies/?id=birdman.htm",42340598,"Fox Searchlight","October","Comedy / Drama",119,"R",18,"Alejandro González Iñárritu"
"1382","Lady in the Water","/movies/?id=ladyinthewater.htm",42285169,"Warner Bros.","July","Fantasy Drama",110,"PG-13",70,"M. Night Shyamalan"
"1383","Planet 51","/movies/?id=planet51.htm",42194060,"Sony / Columbia","November","Animation",91,"PG",70,NA
"1384","Drag Me to Hell","/movies/?id=dragmetohell.htm",42100625,"Universal","May","Horror",99,"PG-13",30,"Sam Raimi"
"1385","The Cabin in the Woods","/movies/?id=cabininthewoods.htm",42073277,"Lionsgate","April","Horror Comedy",95,"R",NA,"Drew Goddard"
"1386","Fever Pitch","/movies/?id=feverpitch.htm",42071069,"Fox","April","Romantic Comedy",98,"PG-13",30,"The Farrelly Bros."
"1387","Secondhand Lions","/movies/?id=secondhandlions.htm",42070939,"New Line","September","Family Adventure",107,"PG",30,NA
"1388","Almost Christmas","/movies/?id=ameyerschristmas.htm",42065185,"Universal","November","Comedy",112,"PG-13",17,"David E. Talbert"
"1389","Riddick","/movies/?id=riddick.htm",42025135,"Universal","September","Sci-Fi Fantasy",119,"R",38,"David Twohy"
"1390","Dolphin Tale 2","/movies/?id=dolphintale2.htm",42024533,"Warner Bros.","September","Family",107,"PG",36,"Charles Martin Smith"
"1391","Tyler Perry's Meet the Browns","/movies/?id=meetthebrowns.htm",41975388,"Lionsgate","March","Comedy",100,"PG-13",NA,"Tyler Perry"
"1392","Donnie Brasco","/movies/?id=donniebrasco.htm",41909762,"Sony / Columbia","February","Crime Drama",115,"R",NA,"Mike Newell"
"1393","Thirteen Ghosts","/movies/?id=thirteenghosts.htm",41867960,"Warner Bros.","October","Horror",91,"R",42,NA
"1394","Nights in Rodanthe","/movies/?id=nightsinrodanthe.htm",41850659,"Warner Bros.","September","Romance",97,"PG-13",NA,NA
"1395","Exorcist: The Beginning","/movies/?id=exorcist4.htm",41821986,"Warner Bros.","August","Period Horror",114,"R",80,"Renny Harlin"
"1396","Aliens Vs. Predator - Requiem","/movies/?id=avp2.htm",41797066,"Fox","December","Sci-Fi Horror",86,"R",NA,"Colin Strause"
"1397","The Hills Have Eyes","/movies/?id=hillshaveeyes06.htm",41778863,"Fox Searchlight","March","Horror",105,"R",15,"Alexandre Aja"
"1398","The Hours","/movies/?id=hours.htm",41675994,"Paramount","December","Drama",114,"PG-13",25,"Stephen Daldry"
"1399","Ronin","/movies/?id=ronin.htm",41616262,"MGM","September","Action Thriller",120,"R",NA,NA
"1400","Orphan","/movies/?id=orphan09.htm",41596251,"Warner Bros.","July","Horror",123,"R",NA,"Jaume Collet-Serra"
